flow_row_id,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,source_file,capture_date,label,detailedlabel
34865,1677126750.745347,CWXeDp4ufG8eWxTgp5,192.168.1.106,68,192.168.1.1,67,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-DHCP
34866,1677126798.957213,CD8ZmE4USgNY5fB0xk,192.168.1.106,54055,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34867,1677126751.020217,C7OtAJ1kGQVd4bEXS2,192.168.1.106,53342,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34868,1677126755.645926,CD5BsNHJZ3sHtAIHk,192.168.1.132,1900,192.168.1.106,53342,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34869,1677126775.136813,CeXbNf4Lv0E6TP7ITf,192.168.1.106,54414,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34870,1677126775.208136,Ck6zQU3buM5JNSBryh,192.168.1.135,48396,192.168.1.106,54414,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34871,1677126776.231344,CFzelc1wbOzmPFAF4c,192.168.1.135,43395,192.168.1.106,54414,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34872,1677126777.254830,C4sTQF43v8tzPequg2,192.168.1.135,51124,192.168.1.106,54414,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34873,1677126778.277964,CdIUA42V5sH8hY1aka,192.168.1.135,54401,192.168.1.106,54414,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34874,1677126775.420739,C4DC5f4n4vEPWbb2dh,192.168.1.132,1900,192.168.1.106,54414,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34875,1677126781.032672,C7pqBP2CKQCnSK2g9k,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34876,1677126822.897801,Caa3nM3W6WvwJ5C9O3,192.168.1.106,54056,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34877,1677126846.826718,CPm1gSvt48BRu4E2f,192.168.1.106,54057,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34878,1677126811.203120,CDx1XV2d2im7NkqE07,192.168.1.106,60079,35.190.36.221,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Google
34879,1677126870.761930,CnoVwq4oEZIdXb0OL4,192.168.1.106,54058,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34880,1677126894.711052,Cwy1Q5nqtSJq3tSz9,192.168.1.106,54059,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34881,1677126918.674106,CBdiJd1wbtUUEymJXb,192.168.1.106,54060,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34882,1677126895.110205,CgoCLD1PvW4UYwng76,192.168.1.106,64824,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34883,1677126895.126181,CKPULGpt4DIvOzLZj,192.168.1.135,52884,192.168.1.106,64824,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34884,1677126896.199486,Cjg9F72G8jLkH68l4f,192.168.1.135,44747,192.168.1.106,64824,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34885,1677126897.220912,CSinoGPJwZs84ANui,192.168.1.135,54096,192.168.1.106,64824,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34886,1677126898.244811,CxTkci2TSQKJlOS8G9,192.168.1.135,34960,192.168.1.106,64824,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34887,1677126900.165118,Cpuj2X15CPsZXPDvik,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34888,1677126895.395961,Ccuj2W3MnCdsL1iQd,192.168.1.132,1900,192.168.1.106,64824,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34889,1677126942.641278,CcjHwK2HcqrloIt5p1,192.168.1.106,54061,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34890,1677126908.431504,CVqtZ13IPG2zU1vL6g,192.168.1.106,50059,142.251.36.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-1e100
34891,1677126908.467154,CdW9Ws1sFXcEYuxDBc,192.168.1.106,53933,142.251.36.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-1e100
34892,1677126966.590192,CI9iix15Z3slSJqr1d,192.168.1.106,54062,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34893,1677126931.151398,CPzId83gLTHnKnsTD4,192.168.1.106,60508,35.190.36.221,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Google
34894,1677126990.536531,CdatbD4KEMb0Qabfib,192.168.1.106,54063,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34895,1677127014.471733,CMSgF8bxjv1MlvIaj,192.168.1.106,54064,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34896,1677127051.292261,CVQ7Ve36Y0lSLSfVKe,192.168.1.106,61668,224.0.0.252,5355,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34897,1677127038.428753,CtJ7202zwDYU4rjWT8,192.168.1.106,54065,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34898,1677127015.130251,Cbf9un422pu4HLAqUb,192.168.1.106,62019,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34899,1677127015.185316,CrLPPOFoPe9JCrk3d,192.168.1.135,53680,192.168.1.106,62019,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34900,1677127016.209114,CtMQCW2oz4sGdmR0Si,192.168.1.135,44723,192.168.1.106,62019,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34901,1677127017.233066,ColJ8L3FmM0KgOvqWa,192.168.1.135,59844,192.168.1.106,62019,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34902,1677127018.257096,C8BFaL2xoL1oaiNI7j,192.168.1.135,50937,192.168.1.106,62019,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34903,1677127017.210333,CoVXwB4xA2xiBdDi78,192.168.1.132,1900,192.168.1.106,62019,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34904,1677127020.170809,CcZbugqyIYPeWdang,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34905,1677127062.389772,CfvetJ2wdhvFHT5O82,192.168.1.106,63199,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34906,1677127086.391781,CvQeq6G3iTi1Bkwa7,192.168.1.106,63200,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34907,1677127051.140906,CmLuCd2y5ZvQLkmJ5g,192.168.1.106,53733,35.190.36.221,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Google
34908,1677127051.274830,Chvew81OFMUlD6Qc9e,192.168.1.106,68,192.168.1.1,67,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-DHCP
34909,1677127051.546447,Czbwcr3Bo3CBj5xh5g,192.168.1.106,53342,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34910,1677127110.533390,Cc74Cm1fcoFcSFu3Td,192.168.1.106,63201,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34911,1677127052.284718,CNhVRp2xBssPrVRsP2,192.168.1.132,1900,192.168.1.106,53342,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34912,1677127134.729980,Cs91oS3UwWJKVwuxw4,192.168.1.106,63202,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34913,1677127158.744578,CtGlxhPMxs8sfxC6b,192.168.1.106,63203,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34914,1677127135.149280,CwIJFgj0jdD8mV15b,192.168.1.106,55075,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34915,1677127135.189647,C4rYXE300A2MMLhOra,192.168.1.135,37115,192.168.1.106,55075,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34916,1677127136.213768,CjnGm13NcfoeoirjC3,192.168.1.135,51670,192.168.1.106,55075,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34917,1677127137.236889,CHRePv1WnnsFP6FUA5,192.168.1.135,52341,192.168.1.106,55075,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34918,1677127138.261279,CvLIBi3NHmu8TAfjV9,192.168.1.135,41712,192.168.1.106,55075,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34919,1677127135.471386,CZ50DA1pwFwqIHnyo1,192.168.1.132,1900,192.168.1.106,55075,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34920,1677127140.184874,CAWLYylqdVcIbCsT,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34921,1677127182.735403,C8yt4z4nLkndisYZ6e,192.168.1.106,63204,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34922,1677127159.496064,CbCihBeGdMTSK01r2,192.168.1.106,138,192.168.1.255,138,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34923,1677127206.743058,CVKeii3xgUdprThXc,192.168.1.106,63205,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34924,1677127171.595156,CxA1QR2nbnq8ZPIm7g,192.168.1.106,56629,35.190.36.221,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Google
34925,1677127230.741713,CbpIEF3URz8g6H0kJ,192.168.1.106,63206,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34926,1677127254.896385,Ct9GqpkBm4io0DQW2,192.168.1.106,63207,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34927,1677127279.126329,CCuNJC6pW1Qt5r7kl,192.168.1.106,63208,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34928,1677127255.391906,CCCLt92D0fiYTkxdWd,192.168.1.135,52754,192.168.1.106,53800,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34929,1677127256.228927,Cn3tzZ1hb9K7GapxPa,192.168.1.135,50924,192.168.1.106,53800,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34930,1677127257.242877,CcST9P3NgQFcQ9GqCh,192.168.1.135,59217,192.168.1.106,53800,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34931,1677127255.211201,CpU0shxi1mwHjDB9,192.168.1.106,53800,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34932,1677127258.251090,CroUPt2N5Nao5kUUXe,192.168.1.135,39562,192.168.1.106,53800,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34933,1677127255.563595,CtxOV3qim8Old4EHb,192.168.1.132,1900,192.168.1.106,53800,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34934,1677127260.585644,CSeLRR13UgmuHxbP9e,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34935,1677127303.333376,Cnvclnbecnu15Bk4g,192.168.1.106,63209,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34936,1677127327.538973,CHBJjCjFkkzOY91Mj,192.168.1.106,63211,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34937,1677127291.631196,CfiPDa4SMbBGg5sSCe,192.168.1.106,61353,35.190.36.221,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Google
34938,1677127354.738690,C9ROJT37gzsepdudIb,192.168.1.106,58769,224.0.0.252,5355,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34939,1677127355.043772,ClGPMsbhzgvax8bB5,192.168.1.106,51850,224.0.0.252,5355,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34940,1677127351.532176,CNSswB4a3LFH78kQ9f,192.168.1.106,63212,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34941,1677127376.965181,CCTdIC7zx0jyUawRj,192.168.1.101,59363,192.168.1.106,139,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34942,1677127376.965066,CQ2wv61mWj07tTUFHh,192.168.1.101,59362,192.168.1.106,445,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34943,1677127376.967076,CbuKeh4z94vjyEuMW4,192.168.1.101,59364,192.168.1.106,445,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34944,1677127376.962606,Cy7XEZ1GsYx80B7Laj,192.168.1.101,57440,192.168.1.106,137,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34945,1677127377.341883,CyueS64gOjfXK3yvwk,192.168.1.101,137,192.168.1.106,137,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34946,1677127377.343413,Cib2zluxsXnifqDs9,192.168.1.106,137,192.168.1.255,137,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
34947,1677127375.535124,CWXIPT3HcUybscuk2f,192.168.1.106,59684,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34948,1677127354.724254,CN3CpM3mlmgp8nbP43,192.168.1.106,68,192.168.1.1,67,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-DHCP
34949,1677127399.724353,CystR83u6ac9n7HLN8,192.168.1.106,59686,4.234.116.12,2567,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-Redline_stealer
34950,1677127355.000879,C0KXXp2R8Rp3GYUaYi,192.168.1.106,53342,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Multicast
34951,1677127375.389359,CmlPdpFqTXvrByUfj,192.168.1.135,43811,192.168.1.106,51851,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34952,1677127376.396760,C93GLeAt4UnUNvRgi,192.168.1.135,40808,192.168.1.106,51851,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
34953,1677127376.952672,C3uNfA1bO5LmuMtA2j,192.168.1.106,138,192.168.1.255,138,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Benign,From_benign-To_benign
